Horodatage;Temperature;Densité;Viscosité_dynamique;Humidite;Ecart_de_viscosité;4_µm;5_µm;6_µm;10_µm;12_µm;14_µm;20_µm;21_µm;25_µm;30_µm;38_µm;50_µm;60_µm;70_µm;100_µm;200_µm;Total_de_particules
05:58;24.11448479;869.0319824;31.48477105;0.168762207;9.031982422;21688;9488;2328;1473;979;345;295;181;101;55;55;33;30;22;2;0;37075
05:59;24.08010864;868.5180664;31.64455574;0.168518066;8.518066406;24064;10236;2512;1549;1058;373;312;208;123;63;63;29;25;12;0;1;40627
06:00;24.05191231;868.7750244;31.5835732;0.168762207;8.775024414;27057;12423;3910;2768;2052;1095;1013;812;606;400;400;243;169;72;3;0;53023
06:01;24.04598999;868.7750244;31.54444718;0.169189453;8.775024414;26409;11931;3550;2476;1845;941;876;677;536;347;347;202;147;77;1;0;50362
06:02;24.05113983;868.9035034;31.48889216;0.168914795;8.903503418;26989;12645;4230;3092;2437;1465;1373;1137;914;637;637;396;297;143;1;0;56393
06:03;24.03620529;868.3895874;31.86895046;0.169342041;8.389587402;25883;11353;2976;1973;1375;599;532;392;263;166;166;99;76;48;3;1;45904
06:04;24.01174164;869.5458984;31.07436048;0.169006348;9.545898438;23179;9868;2530;1603;1059;444;399;293;197;123;123;75;59;34;2;0;39988
06:05;23.99255371;869.0319824;31.73113568;0.169647217;9.031982422;25581;10459;2835;1870;1337;569;525;401;291;185;185;96;68;29;0;0;44431
06:06;23.97452736;868.0041504;31.92541143;0.170043945;8.004150391;25516;10621;3048;2041;1475;751;686;539;403;277;277;182;129;65;2;0;46012
06:07;23.95791626;868.9035034;31.99398913;0.169372559;8.903503418;26627;11806;3488;2336;1715;871;811;625;474;313;313;172;114;53;3;1;49721
06:08;23.98598862;869.1604614;31.44374909;0.170166016;9.160461426;26438;11999;3203;2015;1306;429;359;230;135;65;65;31;24;13;0;1;46312
06:09;24.01058197;868.7750244;31.59517772;0.170043945;8.775024414;26686;11885;3766;2686;2019;1148;1069;864;663;451;451;265;181;87;0;0;52221
06:10;24.02088356;868.7750244;31.8774879;0.170349121;8.775024414;23258;8694;2070;1324;897;384;342;230;150;90;90;56;42;12;0;0;37639
06:11;24.04676056;868.5180664;31.92286612;0.170227051;8.518066406;25771;10924;3233;2225;1666;897;831;689;523;350;350;214;166;78;1;0;47918
06:12;24.07650375;869.2889404;31.80115297;0.170440674;9.28894043;22733;8789;2245;1501;1058;467;426;319;212;136;136;80;57;29;1;1;38189
06:13;24.11345482;868.3895874;31.84679127;0.170135498;8.389587402;25304;10347;2788;1945;1450;749;699;544;408;270;270;157;118;57;0;0;45106
06:14;24.14988518;868.6465454;31.53124941;0.170318604;8.64654541;24650;9506;2340;1539;1075;510;463;358;255;159;159;111;86;39;1;0;41251
06:15;24.19185257;869.1604614;31.56437771;0.170440674;9.160461426;21111;8157;1990;1261;852;330;296;184;124;70;70;38;26;8;2;0;34519
06:16;24.2481041;868.7750244;31.70739231;0.170257568;8.775024414;28271;11985;3145;2026;1454;666;605;487;347;232;232;141;109;45;0;0;49745
06:17;24.27204704;868.9035034;31.72980295;0.170440674;8.903503418;19981;7478;1719;1079;734;285;251;169;112;63;63;32;22;5;0;0;31993
06:18;24.31245995;868.1326294;31.63057729;0.170501709;8.132629395;28720;12576;4275;3092;2420;1446;1359;1141;894;606;606;377;261;119;2;0;57894
06:19;24.35609055;868.2611084;31.50425828;0.170654297;8.261108398;22996;8936;2134;1389;946;377;338;243;183;108;108;74;63;22;2;0;37919
06:20;24.40383339;868.7750244;31.46563028;0.170623779;8.775024414;29938;13551;3520;2328;1613;774;711;544;393;262;262;182;135;64;0;1;54277
06:21;24.4554348;868.1326294;31.69870935;0.170532227;8.132629395;22648;8571;2044;1284;848;346;298;201;121;55;55;26;20;5;2;0;36524
06:22;24.50574684;868.3895874;31.37884196;0.17086792;8.389587402;26057;10830;2978;1999;1435;713;663;521;395;274;274;151;107;52;5;0;46454
06:23;24.5639019;868.6465454;31.38991026;0.17086792;8.64654541;26532;11257;3522;2523;1894;1071;1000;811;633;402;402;223;160;74;0;0;50504
06:24;24.6174221;868.7750244;31.40907502;0.170898438;8.775024414;28965;12056;3308;2282;1656;855;789;627;470;320;320;187;144;54;2;0;52035
06:25;24.66926384;868.3895874;31.33323719;0.170837402;8.389587402;27039;11684;3479;2433;1864;1053;980;825;634;416;416;254;189;92;0;0;51358
06:26;24.72547722;867.7471924;31.34761308;0.170776367;7.747192383;25749;10555;3043;2070;1498;830;766;598;467;345;345;215;152;67;1;0;46701
06:27;24.79094315;867.8756714;31.3422787;0.170776367;7.875671387;25089;9756;2466;1574;1055;438;401;289;196;121;121;70;57;22;2;0;41657
06:28;24.84251595;868.1326294;30.89091415;0.170898438;8.132629395;25001;9814;2737;1859;1377;714;655;499;397;256;256;141;100;41;2;1;43849
06:29;24.89550018;868.2611084;31.14541504;0.17074585;8.261108398;26407;11653;3384;2415;1773;945;872;716;549;382;382;240;189;90;0;1;49997
06:30;24.95079231;867.8756714;31.3494422;0.170959473;7.875671387;25780;10826;2998;2000;1402;617;566;416;308;209;209;131;100;46;2;0;45610
06:31;25.00531197;867.6187134;30.91500094;0.17098999;7.618713379;20785;8214;2007;1255;834;323;294;197;131;67;67;29;21;9;2;0;34235
06:32;25.05828094;867.6187134;30.6121544;0.171112061;7.618713379;23862;10288;2471;1484;938;319;281;185;108;47;47;25;22;13;1;1;40091
06:33;25.11330605;868.2611084;30.86943529;0.171173096;8.261108398;24281;9821;2496;1566;1009;369;328;227;135;69;69;31;21;8;0;0;40430
06:34;25.16691017;867.8756714;30.98471137;0.171142578;7.875671387;25776;11495;3624;2580;1987;1132;1063;887;706;486;486;303;218;104;1;0;50848
06:35;25.22552299;867.4902344;30.99721088;0.171112061;7.490234375;26773;12111;3657;2507;1896;968;894;711;537;356;356;228;166;67;1;0;51228
06:36;25.26459503;867.2332764;30.77068948;0.171081543;7.233276367;27982;12649;3671;2488;1846;933;876;706;561;375;375;240;181;78;0;1;52961
06:37;25.32474327;867.2332764;30.95708275;0.171020508;7.233276367;26281;11255;2685;1667;1073;339;285;177;99;39;39;9;6;2;0;0;43956
06:38;25.37717628;867.2332764;30.80422571;0.17074585;7.233276367;22591;9354;2247;1434;905;277;239;142;75;29;29;10;8;2;1;0;37343
06:39;25.42497635;867.2332764;30.36333062;0.17098999;7.233276367;29498;13823;4337;3067;2289;1217;1125;901;690;477;477;293;213;101;1;1;58509
06:40;25.47611618;867.8756714;30.03588715;0.171051025;7.875671387;29841;13314;3582;2343;1654;808;753;594;420;276;276;167;123;56;2;0;54209
06:41;25.51710129;866.4624023;30.85168917;0.171173096;6.462402344;28244;11894;3165;2028;1444;620;554;412;297;182;182;109;80;29;3;1;49243
06:42;25.55551529;868.0041504;30.41379922;0.171325684;8.004150391;27472;12100;3499;2416;1768;890;826;662;503;337;337;223;172;79;1;2;51285
06:43;25.61794853;867.6187134;30.07581295;0.171447754;7.618713379;22760;8913;1977;1171;754;276;246;156;75;32;32;9;4;1;1;1;36407
06:44;25.66021156;867.2332764;30.20520532;0.171264648;7.233276367;26365;11644;3516;2463;1822;969;891;708;560;377;377;220;156;81;0;1;50149
06:45;25.69874382;867.2332764;30.38031631;0.171173096;7.233276367;27270;11612;3111;2090;1515;709;649;510;356;232;232;136;111;47;0;0;48580
06:46;25.74934959;867.2332764;30.38652637;0.171203613;7.233276367;28518;12775;4197;3057;2397;1475;1385;1159;921;641;641;391;278;133;1;0;57969
06:47;25.79609871;867.1047974;30.44220409;0.171417236;7.104797363;27710;11702;3069;2020;1451;729;671;537;397;265;265;164;113;49;1;0;49143
06:48;25.83180046;867.2332764;30.14285676;0.171142578;7.233276367;26200;10225;2742;1862;1355;668;621;497;366;244;244;138;101;36;1;0;45300
06:49;25.87160873;866.3339233;29.99361395;0.171325684;6.33392334;24578;9496;2240;1445;989;448;404;295;209;135;135;79;59;29;3;0;40544
06:50;25.91231346;867.1047974;29.83276942;0.171630859;7.104797363;21792;7737;1732;1099;751;303;264;178;116;73;73;43;26;6;1;0;34194
06:51;25.96238708;866.8478394;30.039876;0.171447754;6.847839355;29394;12822;4111;2905;2217;1283;1200;977;758;530;530;317;223;102;1;0;57370
06:52;25.99307251;867.1047974;30.17758578;0.171569824;7.104797363;24745;9842;2892;2066;1554;849;795;628;475;287;287;172;140;66;4;0;44802
06:53;26.02542686;866.9763184;29.71661044;0.171447754;6.976318359;27406;11245;3141;2192;1624;885;818;652;487;325;325;189;146;71;1;0;49507
06:54;26.07292747;867.4902344;29.62394943;0.171508789;7.490234375;27034;11424;3518;2551;1951;1103;1034;841;663;475;475;264;198;91;0;0;51622
06:55;26.09975624;867.7471924;29.41925847;0.171722412;7.747192383;24994;10025;2231;1325;841;293;259;174;113;63;63;33;28;18;2;0;40462
06:56;26.13300323;867.7471924;29.46998412;0.171569824;7.747192383;26300;11406;3590;2614;2024;1190;1119;908;726;477;477;279;209;111;1;1;51431
06:57;26.16496468;866.2054443;29.61129905;0.171722412;6.205444336;19669;7510;1656;1011;671;251;214;138;70;31;31;11;8;2;2;0;31275
06:58;26.18639946;866.9763184;29.40500667;0.171600342;6.976318359;26124;10568;2988;2029;1531;797;741;595;465;306;306;190;150;71;2;1;46863
06:59;26.22541618;867.3617554;29.37965095;0.171691895;7.361755371;25098;9528;2362;1517;1022;421;370;260;174;96;96;54;47;20;1;0;41066
07:00;26.25429344;867.3617554;29.17148615;0.171630859;7.361755371;25507;9277;2122;1359;944;470;430;326;213;128;128;67;40;14;1;0;41026
07:01;26.27444267;865.9484863;29.7179562;0.171844482;5.948486328;25995;10323;2976;2071;1542;809;746;592;456;298;298;191;135;57;0;0;46489
07:02;26.30626869;866.9763184;29.25964654;0.172119141;6.976318359;22417;7968;1947;1270;897;416;369;289;209;145;145;96;81;40;0;0;36289
07:03;26.33886337;867.1047974;29.19899649;0.172058105;7.104797363;28012;11650;3359;2304;1703;914;854;693;541;371;371;240;175;83;1;0;51271
07:04;26.3590107;867.2332764;28.918172;0.171661377;7.233276367;24688;10120;2785;1898;1352;677;631;493;364;246;246;158;116;54;0;0;43828
07:05;26.39391136;867.6187134;29.15907837;0.172027588;7.618713379;19898;7196;1646;988;645;252;218;156;101;51;51;27;22;9;2;0;31262
07:06;26.42303848;866.2054443;29.48949765;0.172149658;6.205444336;29220;12443;3381;2322;1685;926;859;680;541;370;370;235;164;72;0;0;53268
07:07;26.44844246;866.5908813;29.00631633;0.171905518;6.590881348;27720;11139;2993;1963;1431;688;631;499;371;229;229;131;97;48;1;0;48170
07:08;26.47589874;866.4624023;29.26112316;0.17199707;6.462402344;31883;14128;3740;2453;1625;622;555;420;289;191;191;117;90;40;0;0;56344
07:09;26.49963379;867.1047974;29.12296983;0.171936035;7.104797363;29817;13580;4328;3060;2322;1255;1183;956;726;493;493;291;217;113;0;0;58834
07:10;26.52503395;866.8478394;29.16137199;0.171966553;6.847839355;24878;9354;2345;1483;1004;412;351;255;159;87;87;56;42;25;0;0;40538
07:11;26.54786873;866.8478394;29.02525989;0.172149658;6.847839355;22573;8392;1920;1206;813;291;249;159;85;43;43;22;17;6;1;0;35820
07:12;26.56762505;866.9763184;29.0599193;0.172332764;6.976318359;24798;9340;2515;1726;1242;632;579;456;343;221;221;103;80;32;1;1;42289
07:13;26.5975132;866.0769653;29.23105727;0.172363281;6.076965332;26396;10979;3681;2712;2108;1291;1220;1042;857;577;577;365;276;123;0;1;52204
07:14;26.61239243;867.2332764;28.99785852;0.172393799;7.233276367;20884;7551;1809;1134;752;284;258;176;108;61;61;38;32;6;1;0;33155
07:15;26.62509155;866.0769653;29.19732593;0.172363281;6.076965332;25647;10094;2680;1831;1376;680;630;512;384;254;254;145;113;42;0;0;44642
07:16;26.6527977;867.1047974;28.66855776;0.172607422;7.104797363;20975;7836;1859;1189;816;296;253;147;90;45;45;24;20;10;0;0;33605
07:17;26.66536713;866.0769653;28.87990139;0.172576904;6.076965332;24944;10084;3004;2108;1567;842;775;634;494;351;351;233;189;99;0;0;45675
07:18;26.67921829;866.2054443;28.89852459;0.172637939;6.205444336;22381;7933;1757;1085;715;253;223;145;84;45;45;31;20;4;0;0;34721
07:19;26.69127655;866.3339233;29.02645571;0.17288208;6.33392334;26251;12160;4719;3659;2978;1970;1855;1568;1251;889;889;525;391;172;1;0;59278
07:20;26.71564293;866.4624023;28.98247004;0.17300415;6.462402344;22846;8474;2135;1393;959;394;355;268;184;103;103;67;51;27;1;0;37360
07:21;26.73359871;866.4624023;28.94364274;0.173126221;6.462402344;24123;8955;2184;1354;892;397;353;256;194;126;126;83;67;33;0;1;39143
07:22;26.74616623;866.4624023;29.09682225;0.173309326;6.462402344;25301;10061;3163;2232;1724;1019;961;781;609;421;421;246;185;73;0;0;47197
07:23;26.7600174;866.2054443;29.05384405;0.173522949;6.205444336;25247;9812;2486;1561;1031;392;348;246;163;104;104;60;45;16;0;0;41615
07:24;26.78515053;865.8200073;29.01303186;0.173736572;5.820007324;26930;10922;3158;2237;1637;879;810;644;493;326;326;186;139;66;1;0;48754
07:25;26.79720688;865.5630493;29.03446532;0.17364502;5.563049316;27331;11450;3412;2354;1718;890;837;656;501;348;348;221;162;72;1;0;50301
07:26;26.80233574;866.0769653;29.06216029;0.173858643;6.076965332;24341;9576;2310;1407;908;329;287;172;117;57;57;37;30;12;3;0;39643
07:27;26.81131363;866.8478394;28.97411492;0.173980713;6.847839355;27199;11389;3340;2326;1724;901;830;681;538;369;369;231;182;86;1;1;50166
07:28;26.83747292;866.3339233;28.87838264;0.174133301;6.33392334;24874;9520;2220;1394;884;299;265;176;99;43;43;29;21;8;2;0;39877
07:29;26.85747528;866.4624023;28.83318788;0.174194336;6.462402344;30952;14334;4430;3063;2268;1142;1067;853;660;447;447;260;183;78;9;1;60193
07:30;26.86542511;865.6915283;28.70988427;0.174346924;5.69152832;26551;10936;2909;2013;1437;707;632;498;369;242;242;149;115;49;7;3;46856
07:31;26.87452888;866.5908813;28.60619128;0.174346924;6.590881348;23909;8715;2312;1544;1066;502;458;357;278;199;199;131;105;47;4;2;39826
07:32;26.88965988;865.8200073;28.51591655;0.174468994;5.820007324;21348;7989;2127;1443;1064;495;449;360;259;166;166;94;79;39;2;1;36080
07:33;26.90581512;865.8200073;28.93352252;0.174438477;5.820007324;19318;6994;1602;1040;701;275;245;160;104;35;35;21;18;8;10;0;30566
07:34;26.91376305;866.4624023;28.94743928;0.174194336;6.462402344;26429;11082;3570;2590;1980;1183;1103;918;711;488;488;307;222;103;4;1;51178
07:35;26.93440628;866.0769653;28.93445152;0.174377441;6.076965332;22214;7826;1781;1109;742;274;246;163;114;57;57;27;20;6;2;1;34638
07:36;26.95389366;866.8478394;28.80731155;0.174346924;6.847839355;29061;13233;4696;3519;2856;1754;1663;1438;1143;785;785;461;331;137;2;0;61864
07:37;26.96607399;865.5630493;28.93447503;0.174285889;5.563049316;23660;8910;2154;1325;860;331;287;188;116;54;54;31;26;11;10;0;38017
07:38;26.98786736;866.3339233;28.51768536;0.174194336;6.33392334;26495;10894;3335;2325;1760;962;905;744;586;404;404;256;184;85;1;5;49340
07:39;27.00043106;866.5908813;28.39514217;0.174133301;6.590881348;26095;10045;2434;1536;1031;450;406;312;222;128;128;80;57;28;1;0;42953
07:40;27.02042961;866.0769653;28.87607645;0.174194336;6.076965332;25679;9654;2543;1741;1278;671;627;486;372;247;247;142;103;48;4;1;43842
07:41;27.02542877;866.3339233;28.74059067;0.174255371;6.33392334;24905;9672;2604;1760;1299;699;651;525;393;282;282;172;130;56;4;0;43434
07:42;27.0437603;866.2054443;28.8162583;0.174438477;6.205444336;25730;9517;2659;1820;1357;713;663;513;391;273;273;176;129;52;2;1;44268
07:43;27.04850388;866.7193604;28.54951983;0.174499512;6.719360352;23209;8409;2335;1564;1172;660;616;505;388;264;264;174;130;52;0;0;39742
07:44;27.07285881;865.6915283;28.74696325;0.174438477;5.69152832;23149;9065;2703;1917;1463;829;776;639;503;338;338;221;173;76;2;0;42192
07:45;27.07478142;866.0769653;28.64166582;0.174682617;6.076965332;21538;7561;1692;1051;701;266;224;156;93;47;47;19;14;0;3;0;33412
07:46;27.08952332;865.8200073;28.81089994;0.174713135;5.820007324;23230;9011;2062;1279;831;236;211;126;60;25;25;9;7;1;3;0;37116
07:47;27.09080505;866.4624023;28.31828175;0.174530029;6.462402344;23055;7858;1973;1311;922;467;431;318;215;146;146;80;59;25;4;1;37010
07:48;27.11310768;865.4345703;28.86436298;0.174804688;5.434570313;24103;8986;2648;1825;1399;771;707;571;437;277;277;181;139;59;2;0;42382
07:49;27.11246681;865.9484863;28.83303352;0.174468994;5.948486328;24948;8980;2520;1750;1356;723;678;554;459;333;333;195;151;65;1;0;43046
07:50;27.11592865;865.8200073;28.68149988;0.174682617;5.820007324;24650;9245;2387;1631;1139;546;497;394;294;192;192;110;83;46;3;0;41409
07:51;27.13028336;866.0769653;28.60444319;0.174835205;6.076965332;24650;9752;2993;2158;1696;975;911;752;603;411;411;258;182;79;4;0;45835
07:52;27.13092613;866.3339233;28.24042877;0.175018311;6.33392334;24556;9634;2049;1332;952;437;406;325;245;172;172;113;84;36;0;0;40513
07:53;27.15489197;865.9484863;28.54815708;0.175048828;5.948486328;23670;9036;2051;1275;866;383;341;252;174;101;101;59;48;26;2;0;38385
07:54;27.15168762;866.2054443;28.57814077;0.175140381;6.205444336;25349;10120;3184;2275;1784;1064;991;830;654;435;435;258;171;75;1;0;47626
07:55;27.1666851;865.6915283;28.7038621;0.174987793;5.69152832;24625;10679;3272;2333;1764;1056;996;852;687;494;494;332;255;119;1;0;47959
07:56;27.19500732;865.1776123;28.83582562;0.175292969;5.177612305;26405;11015;3300;2373;1766;978;917;745;576;386;386;224;170;80;2;0;49323
07:57;27.20449257;865.9484863;28.77310035;0.175201416;5.948486328;24759;9501;2405;1557;1109;487;449;332;245;166;166;112;93;49;1;0;41431
07:58;27.21641159;866.2054443;28.26875728;0.175354004;6.205444336;21545;8121;1928;1181;787;299;255;161;96;52;52;26;21;6;1;0;34531
07:59;27.2387104;866.3339233;28.48679852;0.175384521;6.33392334;19796;7045;1577;985;649;220;190;117;64;30;30;12;8;3;3;0;30729
08:00;27.25626564;866.3339233;28.48817175;0.175445557;6.33392334;25556;10600;3584;2634;2104;1238;1154;943;769;533;533;310;219;95;0;2;50272
08:01;27.25741959;865.9484863;28.42506766;0.175323486;5.948486328;24291;9792;2882;2041;1548;848;785;622;470;310;310;191;138;66;0;0;44294
08:02;27.28189659;865.6915283;28.67890708;0.175506592;5.69152832;29251;11936;3312;2217;1607;805;735;558;424;268;268;155;116;57;2;0;51711
08:03;27.29663277;866.2054443;28.54982857;0.175750732;6.205444336;25328;10351;3278;2384;1864;1124;1046;891;687;472;472;300;225;91;2;0;48515
08:04;27.31726265;866.0769653;28.53470109;0.175384521;6.076965332;24300;9622;2854;2028;1539;894;832;692;542;358;358;205;159;73;1;0;44457
08:05;27.33635521;866.3339233;28.11095514;0.175994873;6.33392334;20837;7790;1834;1134;752;290;265;187;106;61;61;37;30;15;3;0;33402
08:06;27.3508358;865.4345703;28.05814892;0.175994873;5.434570313;21352;7736;1680;1004;644;224;195;124;76;32;32;19;11;2;1;0;33132
08:07;27.36915588;866.7193604;28.22964662;0.176391602;6.719360352;24509;9562;2743;1888;1451;779;729;574;435;302;302;185;137;67;3;0;43666
08:08;27.38081551;865.4345703;28.47237652;0.176330566;5.434570313;25830;10059;3093;2231;1698;1020;959;803;584;392;392;241;171;61;8;0;47542
08:09;27.40182877;865.9484863;28.40065374;0.176513672;5.948486328;24412;9736;3127;2280;1742;1038;972;800;636;405;405;237;173;76;2;2;46041
08:10;27.41835594;866.4624023;27.75838436;0.17666626;6.462402344;24373;9083;2397;1490;1036;482;441;346;237;153;153;98;84;35;3;1;40411
08:11;27.44269943;866.2054443;27.73969551;0.17666626;6.205444336;24295;9557;2572;1752;1289;669;603;481;366;264;264;171;131;55;1;1;42470
08:12;27.45371628;865.8200073;27.82769059;0.176727295;5.820007324;23727;8859;2096;1271;861;286;249;150;86;46;46;24;20;2;0;1;37723
08:13;27.4753685;865.5630493;28.0347839;0.176696777;5.563049316;26311;10697;2995;2061;1513;790;725;554;421;273;273;165;123;62;0;0;46963
08:14;27.49842644;865.9484863;28.25260512;0.17666626;5.948486328;24369;9431;2481;1675;1269;683;627;522;387;275;275;179;136;60;0;0;42369
08:15;27.51046753;866.3339233;27.79600536;0.176818848;6.33392334;24904;9998;2735;1854;1332;689;652;508;385;250;250;145;112;60;0;0;43874
08:16;27.52622414;864.9206543;28.41233858;0.176971436;4.920654297;25180;10535;3391;2400;1887;1140;1069;874;703;472;472;278;204;89;3;0;48697
08:17;27.54800224;865.3060913;28.11956825;0.1769104;5.306091309;24533;9698;2897;2038;1502;869;808;646;503;353;353;209;162;73;5;1;44649
08:18;27.56888008;865.6915283;28.13067334;0.177093506;5.69152832;23050;8196;1950;1270;877;387;345;257;181;106;106;53;33;14;6;0;36831
08:19;27.58463478;865.6915283;28.13797118;0.176940918;5.69152832;25897;10102;2865;1964;1429;725;669;536;401;267;267;149;117;54;2;0;45444
08:20;27.59718704;865.4345703;28.24125113;0.177337646;5.434570313;24301;9404;2307;1450;998;393;354;268;178;115;115;77;67;38;2;2;40067
08:21;27.60103035;865.4345703;28.13830017;0.176757813;5.434570313;25143;10400;2938;2012;1467;854;791;632;512;353;353;222;180;84;1;0;45942
08:22;27.61511803;865.6915283;28.1246861;0.177185059;5.69152832;23476;9583;2610;1806;1340;692;647;522;391;253;253;159;117;60;2;0;41911
08:23;27.625494;865.4345703;28.07581075;0.177185059;5.434570313;23437;9192;2418;1645;1197;596;555;436;330;201;201;121;96;50;4;0;40479
08:24;27.64188766;865.5630493;28.0369895;0.177337646;5.563049316;26784;11913;3889;2862;2215;1348;1273;1055;825;569;569;335;255;117;1;1;54010
08:25;27.64816284;866.0769653;27.75020688;0.177429199;6.076965332;22982;8719;2255;1523;1107;560;521;396;283;196;196;117;92;41;0;1;38988
08:26;27.65098;866.2054443;27.711723;0.17755127;6.205444336;25905;11336;3905;2874;2269;1375;1292;1060;824;551;551;342;245;108;2;0;52639
08:27;27.67557335;865.9484863;27.75111329;0.177703857;5.948486328;23867;9350;2329;1510;1067;480;426;307;233;150;150;90;65;20;1;1;40045
08:28;27.67877388;866.2054443;27.54580439;0.177734375;6.205444336;24342;9451;2598;1768;1282;666;623;498;365;238;238;143;108;54;1;0;42375
08:29;27.69145203;865.1776123;28.04729389;0.177764893;5.177612305;24002;9657;2424;1548;1057;432;391;275;195;109;109;66;59;18;3;0;40345
08:30;27.70246696;866.0769653;28.01324311;0.177490234;6.076965332;23883;8955;2287;1522;1090;529;490;351;238;132;132;87;70;30;1;2;39797
08:31;27.70105553;864.6636963;28.03404653;0.177734375;4.663696289;23783;9290;2606;1819;1351;741;687;535;425;284;284;191;144;70;0;0;42210
08:32;27.72257042;865.6915283;27.74839127;0.177642822;5.69152832;23647;9162;2617;1832;1358;705;662;536;408;270;270;160;117;53;3;0;41800
08:33;27.7289753;865.5630493;27.89087733;0.17767334;5.563049316;21141;8583;2688;1931;1479;837;782;664;502;347;347;234;172;83;5;1;39795
08:34;27.73768234;866.0769653;27.54578227;0.177734375;6.076965332;20974;7352;1631;1030;670;272;237;169;93;53;53;25;22;6;6;0;32593
08:35;27.74306107;865.8200073;27.52760006;0.178283691;5.820007324;24812;10498;3413;2537;1959;1163;1096;876;692;492;492;292;205;86;7;0;48620
08:36;27.73973083;865.5630493;27.67143981;0.177947998;5.563049316;26180;10327;2954;2057;1529;816;762;611;430;297;297;189;140;50;2;1;46641
08:37;27.75036049;865.3060913;27.67746313;0.178192139;5.306091309;24701;9383;2200;1363;913;368;326;223;143;92;92;51;34;18;4;0;39911
08:38;27.75228119;865.9484863;27.6046982;0.178497314;5.948486328;21489;8453;2095;1295;861;344;296;208;136;84;84;50;45;27;1;0;35468
08:39;27.76854515;865.6915283;27.81434264;0.178405762;5.69152832;31278;14250;4176;2803;1967;975;898;695;524;339;339;184;137;60;3;0;58628
08:40;27.77238464;865.5630493;27.70130895;0.178436279;5.563049316;27270;12383;4041;2835;2180;1225;1150;937;745;520;520;307;234;114;4;0;54465
08:41;27.76841545;865.8200073;27.88857673;0.178314209;5.820007324;26983;11603;3620;2505;1862;1015;946;758;578;411;411;272;212;92;0;0;51268
08:42;27.79556274;866.2054443;27.67884918;0.178497314;6.205444336;27932;11612;3185;2102;1511;720;673;500;364;243;243;149;109;55;5;0;49403
08:43;27.79684258;865.5630493;27.63391193;0.17855835;5.563049316;24090;9957;2379;1455;968;307;270;162;99;49;49;20;16;4;0;1;39825
08:44;27.80311775;865.6915283;28.05634495;0.178771973;5.69152832;23120;8419;1885;1097;699;242;199;129;86;31;31;18;15;4;5;0;35980
08:45;27.80760002;865.6915283;27.78645093;0.178497314;5.69152832;26458;10992;3380;2370;1818;1029;957;783;604;420;420;260;200;92;2;1;49785
08:46;27.81348801;865.5630493;27.93074073;0.179046631;5.563049316;23351;9012;2448;1717;1251;667;627;497;379;245;245;140;101;40;2;0;40722
08:47;27.82539749;865.5630493;27.44270954;0.179016113;5.563049316;21961;8611;2453;1701;1207;620;583;448;337;246;246;157;135;71;0;0;38776
08:48;27.8347435;865.6915283;27.57956181;0.179107666;5.69152832;20628;7688;1954;1284;926;389;343;236;168;106;106;73;53;27;0;0;33981
08:49;27.82437515;865.4345703;27.59913029;0.178985596;5.434570313;20555;7862;1885;1195;796;334;306;213;145;83;83;51;49;36;0;0;33593
08:50;27.83628082;865.8200073;27.57158782;0.179168701;5.820007324;18113;6782;1538;952;617;225;187;112;70;34;34;13;9;2;0;0;28688
08:51;27.85407829;866.0769653;27.61262236;0.179748535;6.076965332;23092;8748;2311;1530;1046;476;427;328;223;156;156;96;80;43;2;0;38714
08:52;27.85855865;865.5630493;27.77839615;0.179168701;5.563049316;19801;7972;2544;1862;1453;855;807;672;489;344;344;235;186;96;1;0;37661
08:53;27.86252975;865.8200073;27.64639212;0.179138184;5.820007324;26574;11122;3081;2076;1519;742;674;542;424;295;295;186;137;70;1;1;47738
08:54;27.87469101;865.8200073;27.60691801;0.179718018;5.820007324;24037;10129;2854;1875;1358;728;673;532;415;289;289;167;133;68;10;0;43557
08:55;27.87507629;866.0769653;27.37037651;0.179504395;6.076965332;22278;8633;2122;1314;861;310;268;188;114;52;52;23;17;3;13;5;36248
08:56;27.88109398;866.2054443;27.52336999;0.180145264;6.205444336;23882;9449;2342;1529;1073;440;399;278;177;98;98;56;41;17;6;3;39885
08:57;27.88582993;866.3339233;27.62968466;0.179595947;6.33392334;25471;10471;3168;2193;1643;895;831;673;526;374;374;250;194;91;4;1;47158
08:58;27.88070869;865.9484863;27.46281284;0.180328369;5.948486328;24652;10766;3163;2115;1528;781;715;567;433;302;302;208;163;71;2;0;45768
08:59;27.88147926;866.0769653;27.78452355;0.179992676;6.076965332;24658;10938;2789;1810;1233;482;436;314;234;143;143;88;68;35;1;1;43372
09:00;27.89812088;866.8478394;27.23523974;0.179870605;6.847839355;24132;10040;2628;1712;1215;531;485;366;284;181;181;100;78;34;4;0;41971
09:01;27.89824867;865.9484863;27.44750492;0.180236816;5.948486328;24483;10041;2795;1919;1427;680;630;503;385;244;244;144;110;47;0;0;43652
09:02;27.89632797;865.3060913;27.92236139;0.179992676;5.306091309;23377;9489;2850;1944;1444;757;705;572;436;290;290;179;128;54;5;0;42520
09:03;27.88800812;866.0769653;27.42404444;0.180511475;6.076965332;21323;8813;2627;1878;1423;862;806;657;511;370;370;232;180;90;3;1;40145
09:04;27.8958168;866.0769653;27.46908716;0.180175781;6.076965332;23565;9022;2072;1341;922;325;287;186;112;58;58;37;32;10;6;0;38033
